Archivo,Línea,Patrón,Severidad,Contenido,Sugerencia
"app\modules\operations.luxuryapp\google-calendar\calendar\mantenimiento-preventivo\cronograma-anual-mantenimiento.ts",413,"important","critical",".sistema-header { background-color: #c9a84c !important; color: #ffffff !important; }","Eliminar !important y usar @layer primeng-brand o tokens CSS"
"app\modules\operations.luxuryapp\google-calendar\calendar\mantenimiento-preventivo\cronograma-anual-mantenimiento.ts",414,"important","critical",".block-indicator { background-color: #0b3164 !important; }","Eliminar !important y usar @layer primeng-brand o tokens CSS"
"app\modules\operations.luxuryapp\google-calendar\calendar\mantenimiento-preventivo\cronograma-anual-mantenimiento.ts",422,"important","critical",".sistema-header { background:#c9a84c; color: #ffffff; font-weight:700; font-size: 10px; padding: 4px 6px !important; }","Eliminar !important y usar @layer primeng-brand o tokens CSS"
"app\modules\operations.luxuryapp\diagrams\diagram\diagram-view\diagram-view.ts",22,"bootstrap-flex","medium","<div class=""d-flex justify-content-between align-items-center mb-4"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\diagrams\diagram\diagram-view\diagram-view.ts",44,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center h-full text-500""","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\diagrams\diagram\diagram-view\diagram-view.ts",60,"ng-deep","high",":host ::ng-deep .mxgraph {","Usar CSS variables (--p-*) o @layer primeng-brand"
"app\modules\operations.luxuryapp\diagrams\diagram\diagram-view\diagram-view.ts",61,"important","critical","max-width: 100% !important;","Eliminar !important y usar @layer primeng-brand o tokens CSS"
"app\modules\operations.luxuryapp\diagrams\diagram\diagram-gallery\diagram-gallery.ts",26,"bootstrap-flex","medium","<div class=""d-flex justify-content-between align-items-center mb-4"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\diagrams\diagram\diagram-gallery\diagram-gallery.ts",27,"bootstrap-flex","medium","<div class=""d-flex align-items-center "">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\diagrams\diagram\diagram-gallery\diagram-gallery.ts",60,"bootstrap-flex","medium","class=""card-body d-flex flex-column align-items-center justify-content-center py-4 bg-gray-50 rounded mb-3 min-h-10rem""","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\diagrams\diagram\diagram-gallery\diagram-gallery.ts",68,"bootstrap-flex","medium","<div class=""d-flex "">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\diagrams\diagram\diagram-gallery\diagram-gallery.ts",84,"bootstrap-flex","medium","<div class=""d-flex justify-content-center align-items-center mt-3 gap-2"">","Usar "flex" de Tailwind"
"app\modules\human-resources.luxuryapp\expediente-del-empleado\recursos-humanos\shared\modal-approval-confirmation.ts",47,"bootstrap-flex","medium","<div class=""d-flex justify-center items-center p-5"">","Usar "flex" de Tailwind"
"app\modules\human-resources.luxuryapp\expediente-del-empleado\recursos-humanos\shared\modal-approval-confirmation.ts",60,"bootstrap-flex","medium","class=""d-flex items-center justify-center p-3 rounded""","Usar "flex" de Tailwind"
"app\modules\human-resources.luxuryapp\expediente-del-empleado\recursos-humanos\shared\modal-approval-confirmation.ts",82,"bootstrap-flex","medium","<div class=""d-flex items-center mb-2"">","Usar "flex" de Tailwind"
"app\modules\human-resources.luxuryapp\expediente-del-empleado\recursos-humanos\shared\modal-approval-confirmation.ts",102,"bootstrap-flex","medium","<div class=""d-flex items-center mb-2"">","Usar "flex" de Tailwind"
"app\modules\human-resources.luxuryapp\expediente-del-empleado\recursos-humanos\shared\modal-approval-confirmation.ts",122,"bootstrap-flex","medium","<div class=""d-flex items-center mb-3"">","Usar "flex" de Tailwind"
"app\modules\human-resources.luxuryapp\expediente-del-empleado\recursos-humanos\shared\modal-approval-confirmation.ts",134,"surface-legacy","medium","<div class=""surface-100 rounded p-3"">","Usar bg-slate-* o tokens --ds-*"
"app\modules\human-resources.luxuryapp\expediente-del-empleado\recursos-humanos\shared\modal-approval-confirmation.ts",137,"bootstrap-flex","medium","<li class=""d-flex items-center justify-between p-2"">","Usar "flex" de Tailwind"
"app\modules\human-resources.luxuryapp\expediente-del-empleado\recursos-humanos\shared\modal-approval-confirmation.ts",141,"bootstrap-spacing","medium","class=""me-2 text-gray-600""","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\human-resources.luxuryapp\expediente-del-empleado\recursos-humanos\shared\modal-approval-confirmation.ts",167,"surface-legacy","medium","<div class=""surface-100 rounded p-3"">","Usar bg-slate-* o tokens --ds-*"
"app\modules\human-resources.luxuryapp\expediente-del-empleado\recursos-humanos\shared\modal-approval-confirmation.ts",170,"bootstrap-flex","medium","<li class=""d-flex items-center justify-between p-2"">","Usar "flex" de Tailwind"
"app\modules\human-resources.luxuryapp\expediente-del-empleado\recursos-humanos\shared\modal-approval-confirmation.ts",174,"bootstrap-spacing","medium","class=""me-2 text-gray-600""","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\human-resources.luxuryapp\expediente-del-empleado\recursos-humanos\shared\modal-approval-confirmation.ts",199,"bootstrap-flex","medium","<div class=""d-flex justify-end mt-5"">","Usar "flex" de Tailwind"
"app\modules\human-resources.luxuryapp\expediente-del-empleado\recursos-humanos\shared\generic-approval-panel.ts",85,"bootstrap-flex","medium","<div class=""d-flex gap-1 justify-center"">","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\cobranza-nativa\core\payments\payment-cancel-modal.ts",23,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-4"">","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\cobranza-nativa\core\payments\payment-cancel-modal.ts",25,"bootstrap-flex","medium","<div class=""d-flex align-items-start gap-3"">","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\cobranza-nativa\core\payments\payment-cancel-modal.ts",49,"bootstrap-flex","medium","<div class=""d-flex justify-content-end gap-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",231,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",269,"bootstrap-flex","medium","<div class=""d-flex flex-wrap gap-3 align-items-center"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",304,"bootstrap-flex","medium","<div class=""d-flex flex-wrap gap-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",315,"bootstrap-flex","medium","<div class=""d-flex flex-wrap gap-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",336,"bootstrap-flex","medium","<div class=""d-flex flex-wrap gap-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",389,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-3 mb-4"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",408,"border-round","medium","class=""text-xs surface-ground p-3 border-round m-0""","Usar "rounded" o "rounded-lg" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",415,"border-round","medium","class=""text-xs surface-ground p-3 border-round m-0""","Usar "rounded" o "rounded-lg" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",423,"border-round","medium","<div class=""p-3 border-round surface-ground"">","Usar "rounded" o "rounded-lg" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",441,"border-round","medium","<div class=""p-3 border-round surface-ground"">","Usar "rounded" o "rounded-lg" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",457,"border-round","medium","<div class=""p-3 border-round surface-ground"">","Usar "rounded" o "rounded-lg" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",512,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-3"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",513,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",516,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",519,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",612,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-3"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",634,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",699,"bootstrap-flex","medium","<div class=""d-flex gap-3"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",712,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",713,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",720,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",727,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",774,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",778,"bootstrap-flex","medium","<div class=""d-flex gap-2 mt-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",784,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-2 flex-grow-1"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",847,"bootstrap-flex","medium","<div class=""d-flex flex-wrap gap-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",900,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-3"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",917,"bootstrap-flex","medium","<div class=""d-flex gap-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",943,"bootstrap-flex","medium","<div class=""d-flex gap-3"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",980,"bootstrap-flex","medium","class=""d-flex flex-column gap-1""","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",1076,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-4"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",1115,"bootstrap-flex","medium","<div class=""d-flex flex-wrap gap-3"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",1116,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",1123,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",1127,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",1131,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-web-item\catalog-web-item.ts",1221,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center h-full text-secondary text-sm p-3""","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-core-item\catalog-web-extras.ts",28,"bootstrap-flex","medium","@case (""forms"") { <div class=""row g-3""><div class=""col-12 col-md-6""><div class=""card""><div class=""card-body d-flex flex-...","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-core-item\catalog-web-extras.ts",29,"bootstrap-flex","medium","@case (""data"") { <div class=""card""><div class=""card-body d-flex flex-column gap-3""><app-carousel [value]=""carouselItems""...","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-core-item\catalog-web-extras.ts",30,"bootstrap-flex","medium","@case (""feedback"") { <div class=""card""><div class=""card-body d-flex align-items-center gap-4""><app-spinner [size]=""40"" /...","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\catalog-core-item\catalog-core-item.ts",41,"bootstrap-flex","medium","<div class=""card""><div class=""card-body d-flex align-items-center gap-2""><app-icon icon=""material-symbols-light:info"" />...","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\dynamic-reports\account-tree-select\account-tree-select.ts",30,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-2 p-1 h-full"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\dynamic-reports\account-tree-select\account-tree-select.ts",46,"bootstrap-flex","medium","class=""d-flex flex-column align-items-center justify-content-center p-4 gap-2""","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\dynamic-reports\account-tree-select\account-tree-select.ts",69,"bootstrap-flex","medium","class=""d-flex align-items-center gap-2 py-1 w-full account-node""","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\dynamic-reports\account-tree-select\account-tree-select.ts",79,"bootstrap-flex","medium","class=""bg-primary-50 border-1 border-primary-200 rounded p-2 shadow-sm d-flex align-items-center gap-2 opacity-90 z-5""","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\dynamic-reports\account-tree-select\account-tree-select.ts",96,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-0 overflow-hidden"">","Usar "flex" de Tailwind"
"app\modules\accounting.luxuryapp\general-ledger\dynamic-reports\account-tree-select\account-tree-select.ts",116,"ng-deep","high",":host ::ng-deep .p-tree {","Usar CSS variables (--p-*) o @layer primeng-brand"
"app\modules\accounting.luxuryapp\general-ledger\dynamic-reports\account-tree-select\account-tree-select.ts",120,"ng-deep","high",":host ::ng-deep .p-tree .p-treenode-content {","Usar CSS variables (--p-*) o @layer primeng-brand"
"app\modules\accounting.luxuryapp\general-ledger\dynamic-reports\account-tree-select\account-tree-select.ts",125,"ng-deep","high",":host ::ng-deep .p-tree .p-treenode-content:hover {","Usar CSS variables (--p-*) o @layer primeng-brand"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\shared\tokens-typography\tokens-typography.ts",24,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-3"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\shared\tokens-typography\tokens-typography.ts",27,"border-round","medium","class=""surface-card border-1 border-round p-3 d-flex align-items-center gap-3""","Usar "rounded" o "rounded-lg" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\shared\tokens-typography\tokens-typography.ts",27,"bootstrap-flex","medium","class=""surface-card border-1 border-round p-3 d-flex align-items-center gap-3""","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\shared\tokens-typography\tokens-typography.ts",40,"bootstrap-flex","medium","<div class=""d-flex flex-column align-items-end gap-1 flex-shrink-0"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\shared\tokens-typography\tokens-typography.ts",99,"border-round","medium","<div class=""surface-card border-1 border-round p-4"">","Usar "rounded" o "rounded-lg" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\shared\tokens-colors\tokens-colors.ts",37,"border-round","medium","class=""token-swatch d-flex align-items-center p-3 surface-card border-1 border-round cursor-pointer""","Usar "rounded" o "rounded-lg" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\shared\tokens-colors\tokens-colors.ts",37,"bootstrap-flex","medium","class=""token-swatch d-flex align-items-center p-3 surface-card border-1 border-round cursor-pointer""","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\shared\tokens-colors\tokens-colors.ts",43,"border-round","medium","class=""swatch-color border-round-sm me-3 flex-shrink-0""","Usar "rounded" o "rounded-lg" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\shared\tokens-colors\tokens-colors.ts",43,"bootstrap-spacing","medium","class=""swatch-color border-round-sm me-3 flex-shrink-0""","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\shared\tokens-colors\tokens-colors.ts",56,"bootstrap-spacing","medium","class=""text-color-secondary text-sm ms-2 flex-shrink-0""","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\shared\tokens-colors\tokens-colors.ts",77,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2 mb-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\shared\tokens-colors\tokens-colors.ts",91,"border-round","medium","class=""token-swatch d-flex align-items-center p-3 surface-card border-1 border-round cursor-pointer""","Usar "rounded" o "rounded-lg" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\shared\tokens-colors\tokens-colors.ts",91,"bootstrap-flex","medium","class=""token-swatch d-flex align-items-center p-3 surface-card border-1 border-round cursor-pointer""","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\shared\tokens-colors\tokens-colors.ts",97,"border-round","medium","class=""swatch-color border-round-sm me-3 flex-shrink-0""","Usar "rounded" o "rounded-lg" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\shared\tokens-colors\tokens-colors.ts",97,"bootstrap-spacing","medium","class=""swatch-color border-round-sm me-3 flex-shrink-0""","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\shared\tokens-colors\tokens-colors.ts",114,"bootstrap-spacing","medium","class=""text-color-secondary text-sm ms-2 flex-shrink-0""","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\shared\tokens-colors\tokens-colors.ts",133,"border-round","medium","class=""surface-card border-round p-4 d-flex flex-column gap-2""","Usar "rounded" o "rounded-lg" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\shared\tokens-colors\tokens-colors.ts",133,"bootstrap-flex","medium","class=""surface-card border-round p-4 d-flex flex-column gap-2""","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-guia-item\catalog-guia-item.ts",77,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-3"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-guia-item\catalog-guia-item.ts",97,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-3 mb-3"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-guia-item\catalog-guia-item.ts",105,"border-round","medium","class=""p-3 border-round bg-primary-50 text-primary-900 text-sm""","Usar "rounded" o "rounded-lg" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-guia-item\catalog-guia-item.ts",124,"shadow-legacy","medium","class=""h-full border-left-3 border-primary surface-card shadow-1""","Usar shadow-sm, shadow, shadow-md, shadow-lg de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-guia-item\catalog-guia-item.ts",127,"bootstrap-flex","medium","<div class=""d-flex align-items-start gap-3"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-guia-item\catalog-guia-item.ts",130,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2 mb-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-guia-item\catalog-guia-item.ts",239,"bootstrap-flex","medium","<div class=""d-flex align-items-start gap-3"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-guia-item\catalog-guia-item.ts",242,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2 mb-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-guia-item\catalog-guia-item.ts",357,"bootstrap-flex","medium","<div class=""field col-12 col-md-4 d-flex align-items-center gap-3"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-guia-item\catalog-guia-item.ts",363,"bootstrap-flex","medium","<div class=""field col-12 col-md-4 d-flex align-items-center gap-3"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-guia-item\catalog-guia-item.ts",365,"bootstrap-flex","medium","<div class=""d-flex gap-3"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-guia-item\catalog-guia-item.ts",366,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-1"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-guia-item\catalog-guia-item.ts",373,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-1"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-guia-item\catalog-guia-item.ts",383,"bootstrap-flex","medium","<div class=""d-flex justify-content-end gap-2 mt-4"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-guia-item\catalog-guia-item.ts",591,"shadow-legacy","medium","cardClass: ""h-full border-left-3 border-primary surface-card shadow-1"",","Usar shadow-sm, shadow, shadow-md, shadow-lg de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-guia-item\catalog-guia-item.ts",599,"shadow-legacy","medium","cardClass: ""h-full border-left-3 surface-border surface-card shadow-1"",","Usar shadow-sm, shadow, shadow-md, shadow-lg de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-guia-item\catalog-guia-item.ts",607,"shadow-legacy","medium","cardClass: ""h-full border-left-3 border-red-500 surface-card shadow-1"",","Usar shadow-sm, shadow, shadow-md, shadow-lg de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-guia-item\catalog-guia-item.ts",615,"shadow-legacy","medium","cardClass: ""h-full border-left-3 border-300 surface-card shadow-1"",","Usar shadow-sm, shadow, shadow-md, shadow-lg de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-guia\catalog-guia.ts",219,"shadow-legacy","medium","cardClass: ""h-full border-left-3 border-primary surface-card shadow-1"",","Usar shadow-sm, shadow, shadow-md, shadow-lg de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-guia\catalog-guia.ts",227,"shadow-legacy","medium","cardClass: ""h-full border-left-3 surface-border surface-card shadow-1"",","Usar shadow-sm, shadow, shadow-md, shadow-lg de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-guia\catalog-guia.ts",235,"shadow-legacy","medium","cardClass: ""h-full border-left-3 border-red-500 surface-card shadow-1"",","Usar shadow-sm, shadow, shadow-md, shadow-lg de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-guia\catalog-guia.ts",243,"shadow-legacy","medium","cardClass: ""h-full border-left-3 border-300 surface-card shadow-1"",","Usar shadow-sm, shadow, shadow-md, shadow-lg de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-docs\catalog-docs.ts",32,"shadow-legacy","medium","class=""card h-full overflow-hidden shadow-1 transition-all hover:shadow-3""","Usar shadow-sm, shadow, shadow-md, shadow-lg de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-docs\catalog-docs.ts",35,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-between text-white -mt-4 -mx-4 mb-3 px-4 py-3""","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-docs\catalog-docs.ts",44,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-2"">","Usar "flex" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-docs\catalog-docs.ts",50,"border-round","medium","class=""d-block surface-100 border-1 surface-border border-round px-3 py-2 text-primary text-xs mt-2""","Usar "rounded" o "rounded-lg" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-docs\catalog-docs.ts",50,"surface-legacy","medium","class=""d-block surface-100 border-1 surface-border border-round px-3 py-2 text-primary text-xs mt-2""","Usar bg-slate-* o tokens --ds-*"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-docs\catalog-docs.ts",67,"border-round","medium","<div class=""bg-primary text-white border-round-lg p-3 mb-3"">","Usar "rounded" o "rounded-lg" de Tailwind"
"app\modules\admin.luxuryapp\herramientas-dev\catalog-component-ui\foundations\catalog-audit-item\catalog-audit-item.ts",33,"border-round","medium","<div class=""border-round-xl border-1 p-4 h-full"">","Usar "rounded" o "rounded-lg" de Tailwind"
