Archivo,Línea,Patrón,Severidad,Contenido,Sugerencia
"app\modules\operations.luxuryapp\dashboard\unified-pending-dashboard.html",112,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-1"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\dashboard\unified-pending-dashboard.html",171,"bootstrap-flex","medium","<div class=""d-flex flex-column align-items-center"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\dashboard\unified-pending-dashboard.html",175,"bootstrap-flex","medium","<span class=""text-body-secondary text-xs d-flex align-items-center gap-1""","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\dashboard\unified-pending-dashboard.html",184,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-1"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\dashboard\unified-pending-dashboard.html",198,"bootstrap-flex","medium","<div class=""d-flex align-items-center"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\dashboard\unified-pending-dashboard.html",205,"bootstrap-flex","medium","<div class=""d-flex flex-column"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\dashboard\unified-pending-dashboard.html",217,"bootstrap-flex","medium","<div class=""d-flex align-items-start p-2 bg-body-tertiary rounded"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\dashboard\unified-pending-dashboard.html",244,"bootstrap-flex","medium","<div class=""d-flex flex-column align-items-center"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\dashboard\unified-pending-dashboard.html",265,"bootstrap-flex","medium","<div class=""d-flex flex-column align-items-center opacity-60"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\dashboard\unified-pending-dashboard.html",267,"bootstrap-flex","medium","class=""rounded-circle bg-bg-body-tertiary p-4 d-flex align-items-center justify-content-center""","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\dashboard\unified-pending-dashboard.html",293,"bootstrap-flex","medium","<div class=""d-flex overflow-x-auto align-items-center pb-1"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\dashboard\unified-pending-dashboard.html",295,"bootstrap-flex","medium","class=""bg-body border-1 rounded-2xl px-3 py-1 cursor-pointer transition-duration-200 d-flex align-items-center text-nowr...","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\dashboard\unified-pending-dashboard.html",311,"bootstrap-flex","medium","class=""bg-body border-1 rounded-2xl px-3 py-1 cursor-pointer transition-duration-200 d-flex align-items-center text-nowr...","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\dashboard\unified-pending-dashboard-mobile.html",15,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2 w-max"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\dashboard\unified-pending-dashboard-mobile.html",18,"bootstrap-flex","medium","class=""px-3 py-2 rounded-3xl d-flex align-items-center gap-1 cursor-pointer shadow-sm transition-colors bg-primary text-...","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\dashboard\unified-pending-dashboard-mobile.html",54,"bootstrap-flex","medium","class=""bg-body p-3 mb-2 mx-3 shadow-sm rounded-xl d-flex align-items-start gap-3 relative overflow-hidden transition-col...","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\dashboard\unified-pending-dashboard-mobile.html",68,"bootstrap-flex","medium","<div class=""flex-grow-1 d-flex flex-column gap-1 overflow-hidden ms-1"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\dashboard\unified-pending-dashboard-mobile.html",68,"bootstrap-spacing","medium","<div class=""flex-grow-1 d-flex flex-column gap-1 overflow-hidden ms-1"">","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\operations.luxuryapp\dashboard\unified-pending-dashboard-mobile.html",70,"bootstrap-flex","medium","<div class=""d-flex justify-content-between align-items-center w-full"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\dashboard\unified-pending-dashboard-mobile.html",71,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-1"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\dashboard\unified-pending-dashboard-mobile.html",99,"bootstrap-flex","medium","<div class=""d-flex justify-content-between align-items-center text-xs mt-2 border-top-1 border pt-2"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\dashboard\unified-pending-dashboard-mobile.html",101,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-1 text-body-secondary bg-bg-body-tertiary px-2 py-1 rounded-2xl"">","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\dashboard\unified-pending-dashboard-mobile.html",111,"bootstrap-flex","medium","class=""d-flex align-items-center gap-1 fw-bold""","Usar "flex" de Tailwind"
"app\modules\operations.luxuryapp\dashboard\unified-pending-dashboard-mobile.html",124,"bootstrap-flex","medium","<div class=""d-flex align-items-center h-full ps-2"">","Usar "flex" de Tailwind"
"app\modules\public.luxuryapp\telefonos-emergencia\telefonos-emergencia.html",3,"bootstrap-flex","medium","class=""bg-body shadow-sm rounded-lg p-3 mb-4 d-flex flex-column flex-sm-row align-items-start align-items-sm-center just...","Usar "flex" de Tailwind"
"app\modules\public.luxuryapp\telefonos-emergencia\telefonos-emergencia.html",5,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-3"">","Usar "flex" de Tailwind"
"app\modules\public.luxuryapp\telefonos-emergencia\telefonos-emergencia.html",7,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center rounded-lg bg-red-500 text-white""","Usar "flex" de Tailwind"
"app\modules\public.luxuryapp\telefonos-emergencia\telefonos-emergencia.html",22,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2 w-full sm:w-auto"">","Usar "flex" de Tailwind"
"app\modules\public.luxuryapp\telefonos-emergencia\telefonos-emergencia.html",42,"bootstrap-flex","medium","class=""bg-body shadow-sm rounded-xl overflow-hidden h-full d-flex flex-column""","Usar "flex" de Tailwind"
"app\modules\public.luxuryapp\telefonos-emergencia\telefonos-emergencia.html",47,"bootstrap-flex","medium","class=""d-flex align-items-center gap-3 p-3 border-bottom-1 border""","Usar "flex" de Tailwind"
"app\modules\public.luxuryapp\telefonos-emergencia\telefonos-emergencia.html",58,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center rounded-full bg-red-100 flex-shrink-0""","Usar "flex" de Tailwind"
"app\modules\public.luxuryapp\telefonos-emergencia\telefonos-emergencia.html",70,"bootstrap-flex","medium","class=""m-0 text-xs text-secondary d-flex align-items-center gap-1 mt-1""","Usar "flex" de Tailwind"
"app\modules\public.luxuryapp\telefonos-emergencia\telefonos-emergencia.html",84,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-3 p-3 flex-grow-1"">","Usar "flex" de Tailwind"
"app\modules\public.luxuryapp\telefonos-emergencia\telefonos-emergencia.html",87,"bootstrap-flex","medium","class=""d-flex align-items-center gap-3 no-underline""","Usar "flex" de Tailwind"
"app\modules\public.luxuryapp\telefonos-emergencia\telefonos-emergencia.html",92,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center rounded-full bg-green-100 flex-shrink-0""","Usar "flex" de Tailwind"
"app\modules\public.luxuryapp\telefonos-emergencia\telefonos-emergencia.html",105,"bootstrap-flex","medium","class=""d-flex align-items-center gap-3 no-underline""","Usar "flex" de Tailwind"
"app\modules\public.luxuryapp\telefonos-emergencia\telefonos-emergencia.html",110,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center rounded-full bg-blue-100 flex-shrink-0""","Usar "flex" de Tailwind"
"app\modules\public.luxuryapp\telefonos-emergencia\telefonos-emergencia.html",122,"bootstrap-flex","medium","class=""d-flex justify-content-end gap-1 p-2 border-top-1 border""","Usar "flex" de Tailwind"
"app\modules\management.luxuryapp\home-direccion\home-direccion.html",3,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-4"">","Usar "flex" de Tailwind"
"app\modules\management.luxuryapp\home-direccion\home-direccion.html",8,"bootstrap-flex","medium","class=""d-flex align-items-center gap-2 mb-3 pb-2 border-bottom-1 border""","Usar "flex" de Tailwind"
"app\modules\management.luxuryapp\home-direccion\home-direccion.html",11,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center rounded""","Usar "flex" de Tailwind"
"app\modules\management.luxuryapp\home-direccion\home-direccion.html",29,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-4"">","Usar "flex" de Tailwind"
"app\modules\management.luxuryapp\home-direccion\home-direccion.html",63,"bootstrap-flex","medium","<div class=""d-flex flex-wrap w-full"">","Usar "flex" de Tailwind"
"app\modules\management.luxuryapp\home-direccion\home-direccion.html",66,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\modules\legal.luxuryapp\comite-vigilancia\comites-list.html",70,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center flex-shrink-0 ms-3 me-2 rounded-lg""","Usar "flex" de Tailwind"
"app\modules\legal.luxuryapp\comite-vigilancia\comites-list.html",70,"bootstrap-spacing","medium","class=""d-flex align-items-center justify-content-center flex-shrink-0 ms-3 me-2 rounded-lg""","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\legal.luxuryapp\comite-vigilancia\comite-vigilancia-list.html",65,"bootstrap-flex","medium","<div class=""d-flex"">","Usar "flex" de Tailwind"
"app\modules\legal.luxuryapp\comite-vigilancia\comite-vigilancia-list.html",98,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center flex-shrink-0 ms-3 me-2 rounded-lg""","Usar "flex" de Tailwind"
"app\modules\legal.luxuryapp\comite-vigilancia\comite-vigilancia-list.html",98,"bootstrap-spacing","medium","class=""d-flex align-items-center justify-content-center flex-shrink-0 ms-3 me-2 rounded-lg""","Usar ml-*, mr-*, text-*, font-* de Tailwind"
"app\modules\legal.luxuryapp\employees-contracts\legal-staff-board.html",2,"bootstrap-flex","medium","<div class=""d-flex flex-column flex-lg-row align-items-center justify-content-between gap-3 mb-3 g-4"">","Usar "flex" de Tailwind"
"app\modules\legal.luxuryapp\employees-contracts\legal-staff-board.html",43,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\modules\legal.luxuryapp\employees-contracts\legal-staff-board.html",57,"bootstrap-flex","medium","<div class=""d-flex flex-column"">","Usar "flex" de Tailwind"
"app\modules\legal.luxuryapp\employees-contracts\legal-staff-board.html",85,"bootstrap-flex","medium","<div class=""d-flex align-items-center justify-content-center gap-1"">","Usar "flex" de Tailwind"
"app\modules\human-resources.luxuryapp\chekador-empleados\chekador-list.html",19,"bootstrap-flex","medium","class=""d-flex flex-column flex-md-row align-items-md-center justify-content-between p-2 gap-2 bg-body-tertiary rounded g...","Usar "flex" de Tailwind"
"app\modules\human-resources.luxuryapp\chekador-empleados\chekador-list.html",33,"bootstrap-flex","medium","class=""d-flex flex-column flex-sm-row align-items-center gap-2 flex-wrap g-4""","Usar "flex" de Tailwind"
"app\modules\human-resources.luxuryapp\chekador-empleados\chekador-list.html",35,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\modules\human-resources.luxuryapp\chekador-empleados\chekador-list.html",48,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\modules\human-resources.luxuryapp\chekador-empleados\chekador-list.html",69,"bootstrap-flex","medium","<div class=""d-flex gap-2 flex-shrink-0"">","Usar "flex" de Tailwind"
"app\modules\human-resources.luxuryapp\chekador-empleados\chekador-list.html",185,"bootstrap-flex","medium","<div class=""d-flex gap-1 justify-content-center"">","Usar "flex" de Tailwind"
"app\modules\human-resources.luxuryapp\chekador-empleados\chekador-list.html",225,"bootstrap-flex","medium","<div class=""px-4 py-2 d-flex flex-column gap-3"">","Usar "flex" de Tailwind"
"app\modules\human-resources.luxuryapp\chekador-empleados\chekador-list.html",226,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\modules\human-resources.luxuryapp\chekador-empleados\chekador-list.html",235,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\modules\human-resources.luxuryapp\chekador-empleados\chekador-list.html",251,"bootstrap-flex","medium","<div class=""d-flex gap-2"">","Usar "flex" de Tailwind"
"app\modules\human-resources.luxuryapp\chekador-empleados\chekador-list.html",278,"bootstrap-flex","medium","<div class=""d-flex justify-content-between align-items-start mb-2"">","Usar "flex" de Tailwind"
"app\modules\human-resources.luxuryapp\chekador-empleados\chekador-list.html",305,"bootstrap-flex","medium","<div class=""d-flex justify-content-between align-items-center mt-2"">","Usar "flex" de Tailwind"
"app\modules\human-resources.luxuryapp\chekador-empleados\chekador-list.html",308,"bootstrap-flex","medium","<div class=""d-flex gap-1"">","Usar "flex" de Tailwind"
"app\modules\committee.luxuryapp\cobranza\committee-cobranza-web.html",1,"bootstrap-flex","medium","<section class=""d-flex flex-column gap-4 p-4"">","Usar "flex" de Tailwind"
"app\modules\committee.luxuryapp\cobranza\committee-cobranza-mobile.html",24,"bootstrap-flex","medium","<div class=""px-3 pt-3 d-flex flex-column gap-3"">","Usar "flex" de Tailwind"
"app\modules\committee.luxuryapp\cobranza\committee-cobranza-mobile.html",27,"shadow-legacy","medium","<div class=""bg-body p-3 shadow-1 rounded"">","Usar shadow-sm, shadow, shadow-md, shadow-lg de Tailwind"
"app\modules\committee.luxuryapp\cobranza\committee-cobranza-mobile.html",28,"bootstrap-flex","medium","<div class=""d-flex align-items-baseline justify-content-between mb-1"">","Usar "flex" de Tailwind"
"app\modules\committee.luxuryapp\cobranza\committee-cobranza-mobile.html",39,"bootstrap-flex","medium","<div class=""d-flex align-items-baseline justify-content-between mt-2"">","Usar "flex" de Tailwind"
"app\modules\committee.luxuryapp\cobranza\committee-cobranza-mobile.html",50,"shadow-legacy","medium","<div class=""bg-body p-3 shadow-1 rounded"">","Usar shadow-sm, shadow, shadow-md, shadow-lg de Tailwind"
"app\modules\committee.luxuryapp\cobranza\committee-cobranza-mobile.html",51,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-3"">","Usar "flex" de Tailwind"
"app\modules\committee.luxuryapp\cobranza\committee-cobranza-detail-modal.html",1,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-3"">","Usar "flex" de Tailwind"
"app\modules\committee.luxuryapp\cobranza\committee-cobranza-detail-modal.html",3,"bootstrap-flex","medium","<div class=""d-flex align-items-center mb-1 gap-3"">","Usar "flex" de Tailwind"
"app\modules\committee.luxuryapp\cobranza\committee-cobranza-detail-modal.html",5,"bootstrap-flex","medium","class=""bg-primary text-white rounded w-3rem h-3rem d-flex align-items-center justify-content-center text-xl fw-bold flex...","Usar "flex" de Tailwind"
"app\modules\committee.luxuryapp\cobranza\committee-cobranza-detail-modal.html",20,"bootstrap-flex","medium","class=""text-sm rounded p-3 d-flex flex-column gap-2""","Usar "flex" de Tailwind"
"app\modules\committee.luxuryapp\cobranza\committee-cobranza-detail-modal.html",34,"bootstrap-flex","medium","<div class=""d-flex align-items-center gap-2"">","Usar "flex" de Tailwind"
"app\modules\committee.luxuryapp\cobranza\committee-cobranza-detail-modal.html",70,"bootstrap-flex","medium","class=""p-3 bg-body-tertiary border-bottom-1 border d-flex justify-content-between align-items-center gap-2""","Usar "flex" de Tailwind"
"app\modules\committee.luxuryapp\cobranza\committee-cobranza-detail-modal.html",82,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-2"">","Usar "flex" de Tailwind"
"app\modules\committee.luxuryapp\cobranza\committee-cobranza-detail-modal.html",85,"bootstrap-flex","medium","class=""d-flex justify-content-between align-items-center gap-3 text-sm border-bottom-1 border pb-2""","Usar "flex" de Tailwind"
"app\modules\committee.luxuryapp\cobranza\committee-cobranza-detail-modal.html",103,"bootstrap-flex","medium","class=""d-flex justify-content-end gap-2 mt-3 border-top-1 border pt-2""","Usar "flex" de Tailwind"
"app\modules\committee.luxuryapp\cobranza\committee-cobranza-detail-modal.html",125,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-2"">","Usar "flex" de Tailwind"
"app\modules\committee.luxuryapp\cobranza\committee-cobranza-detail-modal.html",128,"bootstrap-flex","medium","class=""d-flex justify-content-between gap-3 text-sm py-1 border-bottom-1 border""","Usar "flex" de Tailwind"
"app\modules\committee.luxuryapp\cobranza\committee-cobranza-detail-modal.html",142,"bootstrap-flex","medium","class=""d-flex justify-content-between gap-3 text-lg fw-bold border-top-1 border pt-3 mt-2""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\cobranza-online\cobranza-online-wrapper.html",2,"shadow-legacy","medium","<div class=""bg-body rounded shadow-1 sticky top-0 z-5 mb-3"">","Usar shadow-sm, shadow, shadow-md, shadow-lg de Tailwind"
"app\modules\collections.luxuryapp\cobranza-online\cobranza-online-wrapper.html",6,"bootstrap-flex","medium","class=""d-flex flex-column flex-xl-row align-items-xl-center justify-content-xl-between gap-4 g-4""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\cobranza-online\cobranza-online-wrapper.html",8,"bootstrap-flex","medium","<div class=""cobranza-header-title d-flex align-items-center gap-3"">","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\cobranza-online\cobranza-online-wrapper.html",27,"bootstrap-flex","medium","class=""d-flex overflow-x-auto flex-nowrap w-full pb-0 mt-3 mt-xl-0""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\cobranza-online\cobranza-online-wrapper.html",37,"bootstrap-flex","medium","class=""d-flex align-items-center gap-2 px-3 py-3 text-body-secondary no-underline fw-medium flex-shrink-0""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\cobranza-online\cobranza-online-wrapper.html",55,"bootstrap-flex","medium","class=""d-flex align-items-center gap-2 px-3 py-3 text-body-secondary no-underline fw-medium flex-shrink-0""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\cobranza-online\cobranza-online-wrapper.html",73,"bootstrap-flex","medium","class=""d-flex align-items-center gap-2 px-3 py-3 text-body-secondary no-underline fw-medium flex-shrink-0""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\cobranza-online\cobranza-online-wrapper.html",91,"bootstrap-flex","medium","class=""d-flex align-items-center gap-2 px-3 py-3 text-body-secondary no-underline fw-medium flex-shrink-0""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\cobranza-online\cobranza-online-wrapper.html",109,"bootstrap-flex","medium","class=""d-flex align-items-center gap-2 px-3 py-3 text-body-secondary no-underline fw-medium flex-shrink-0""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\cobranza-online\cobranza-online-wrapper.html",127,"bootstrap-flex","medium","class=""d-flex align-items-center gap-2 px-3 py-3 text-body-secondary no-underline fw-medium flex-shrink-0""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\cobranza-online\cobranza-online-wrapper.html",145,"bootstrap-flex","medium","class=""d-flex align-items-center gap-2 px-3 py-3 text-body-secondary no-underline fw-medium flex-shrink-0""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\cobranza-online\cobranza-online-wrapper.html",163,"bootstrap-flex","medium","class=""d-flex align-items-center gap-2 px-3 py-3 text-body-secondary no-underline fw-medium flex-shrink-0""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\cobranza-online\cobranza-online-wrapper.html",181,"bootstrap-flex","medium","class=""d-flex align-items-center gap-2 px-3 py-3 text-body-secondary no-underline fw-medium flex-shrink-0""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\cobranza-online\cobranza-online-wrapper.html",199,"bootstrap-flex","medium","class=""d-flex align-items-center gap-2 px-3 py-3 text-body-secondary no-underline fw-medium flex-shrink-0""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\cobranza-online\cobranza-online-wrapper.html",218,"bootstrap-flex","medium","class=""d-flex align-items-center gap-2 px-3 py-3 text-body-secondary no-underline fw-medium flex-shrink-0 bg-transparent...","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\cobranza-online\cobranza-online-wrapper.html",257,"bootstrap-flex","medium","class=""border-top-1 border p-3 p-md-4 pe-md-5 d-flex flex-wrap flex-md-nowrap gap-3 align-items-center""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\cobranza-online\cobranza-online-wrapper.html",260,"bootstrap-flex","medium","<div accordion=""context"" class=""d-flex flex-wrap gap-3 gap-md-4"">","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\cobranza-online\cobranza-online-wrapper.html",301,"shadow-legacy","medium","class=""rounded-md bg-primary text-primary-contrast px-3 py-2 text-sm fw-semibold cursor-pointer border-0 shadow-1 d-flex...","Usar shadow-sm, shadow, shadow-md, shadow-lg de Tailwind"
"app\modules\collections.luxuryapp\cobranza-online\cobranza-online-wrapper.html",301,"bootstrap-flex","medium","class=""rounded-md bg-primary text-primary-contrast px-3 py-2 text-sm fw-semibold cursor-pointer border-0 shadow-1 d-flex...","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\cobranza-online\cobranza-online-wrapper.html",314,"bootstrap-flex","medium","class=""absolute top-0 left-0 w-full h-full z-1 fadein d-flex flex-column align-items-center pt-5""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\cobranza-online\cobranza-online-wrapper.html",321,"shadow-legacy","medium","class=""bg-body p-4 shadow-4 rounded d-flex flex-column align-items-center""","Usar shadow-sm, shadow, shadow-md, shadow-lg de Tailwind"
"app\modules\collections.luxuryapp\cobranza-online\cobranza-online-wrapper.html",321,"bootstrap-flex","medium","class=""bg-body p-4 shadow-4 rounded d-flex flex-column align-items-center""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus.html",1,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-3"">","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus.html",3,"bootstrap-flex","medium","class=""d-flex flex-column flex-lg-row justify-content-between align-items-start gap-3 p-4 rounded-xl border-1 border bg-...","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus.html",11,"bootstrap-flex","medium","<div class=""d-flex flex-wrap gap-2 align-items-center"">","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus.html",68,"bootstrap-flex","medium","<div class=""d-flex justify-content-end flex-wrap gap-2"">","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus.html",100,"bootstrap-flex","medium","class=""d-flex align-items-center justify-content-center gap-3 min-h-6rem text-body-secondary""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus.html",203,"bootstrap-flex","medium","class=""p-3 mb-4 rounded border-1 border bg-blue-50 text-blue-800 d-flex align-items-start gap-3""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus.html",347,"bootstrap-flex","medium","class=""p-3 mb-4 rounded border-1 border bg-blue-50 text-blue-800 d-flex align-items-start gap-3""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus.html",445,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-3"">","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus.html",446,"bootstrap-flex","medium","<div class=""d-flex justify-content-between align-items-start gap-3"">","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus.html",511,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-1"">","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus.html",515,"bootstrap-flex","medium","<div class=""d-flex align-items-center flex-wrap gap-2 text-sm"">","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus.html",625,"bootstrap-flex","medium","class=""p-3 mb-4 rounded border-1 border bg-blue-50 text-blue-800 d-flex align-items-start gap-3""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus-debt-detail-modal.html",1,"bootstrap-flex","medium","<section class=""d-flex flex-column gap-3"">","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus-debt-detail-modal.html",3,"bootstrap-flex","medium","class=""d-flex flex-column flex-md-row justify-content-between align-items-start gap-3 g-4""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus-debt-detail-modal.html",15,"bootstrap-flex","medium","<div class=""d-flex align-items-center justify-content-end flex-wrap gap-2"">","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus-debt-detail-modal.html",37,"bootstrap-flex","medium","class=""border-1 border rounded-xl p-3 bg-white h-full d-flex flex-column justify-content-center""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus-debt-detail-modal.html",49,"bootstrap-flex","medium","class=""border-1 border rounded-xl p-3 bg-white h-full d-flex flex-column justify-content-center""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus-debt-detail-modal.html",62,"bootstrap-flex","medium","class=""border-1 border rounded-xl p-3 bg-white h-full d-flex flex-column justify-content-center""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus-debt-detail-modal.html",74,"bootstrap-flex","medium","class=""border-1 border rounded-xl p-3 bg-white h-full d-flex flex-column justify-content-center""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus-debt-detail-modal.html",88,"bootstrap-flex","medium","class=""border-1 border rounded-xl p-3 bg-blue-50 h-full d-flex flex-column justify-content-center""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus-debt-detail-modal.html",111,"bootstrap-flex","medium","class=""p-3 bg-body-tertiary border-bottom-1 border d-flex flex-column gap-2""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus-debt-detail-modal.html",113,"bootstrap-flex","medium","<div class=""d-flex justify-content-between align-items-center"">","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus-debt-detail-modal.html",124,"bootstrap-flex","medium","<div class=""d-flex justify-content-between text-xs text-body-secondary font-mono"">","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus-debt-detail-modal.html",140,"bootstrap-flex","medium","<div class=""d-flex flex-column gap-2"">","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus-debt-detail-modal.html",143,"bootstrap-flex","medium","class=""d-flex justify-content-between align-items-center text-sm border-bottom-1 border pb-2 last-none""","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus-debt-detail-modal.html",145,"bootstrap-flex","medium","<div class=""d-flex flex-column"">","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus-debt-detail-modal.html",215,"bootstrap-flex","medium","<div class=""d-flex align-items-center"">","Usar "flex" de Tailwind"
"app\modules\collections.luxuryapp\aspel-cobranza-haus\aspel-cobranza-haus-debt-detail-modal.html",221,"bootstrap-spacing","medium","class=""me-2""","Usar ml-*, mr-*, text-*, font-* de Tailwind"
